Province_State;Country_Region;Confirmed;Deaths;Recovered;Active
Montana;US;1038;7;0;1031
Montana;US;12;1;0;11
Montana;US;478;13;0;465
Montana;US;441;3;0;438
Montana;US;108;6;0;102
Montana;US;870;7;0;863
Montana;US;127;2;0;125
Montana;US;2480;27;0;2453
Montana;US;976;13;0;963
Montana;US;1483;53;0;1430
Montana;US;1148;42;0;1106
Montana;US;553;10;0;543
Montana;US;382;5;0;377
Montana;US;3435;67;0;3368
Montana;US;639;12;0;627
Montana;US;331;6;0;325
Montana;US;396;5;0;391
Montana;US;696;10;0;686
Montana;US;53;1;0;52
Montana;US;0;0;0;0
Montana;US;762;10;0;752
Montana;US;158;6;0;152
Montana;US;113;5;0;108
Montana;US;15449;177;0;15272
Nebraska;US;2623;37;0;2586
Nebraska;US;461;6;0;455
Nebraska;US;22;0;0;22
Nebraska;US;28;0;0;28
Nebraska;US;19;0;0;19
Nebraska;US;474;4;0;470
Nebraska;US;871;9;0;862
Nebraska;US;172;3;0;169
Nebraska;US;211;2;0;209
Nebraska;US;4815;54;0;4761
Nebraska;US;579;10;0;569
Nebraska;US;768;11;0;757
Nebraska;US;2107;14;0;2093
Nebraska;US;651;11;0;640
Nebraska;US;431;3;0;428
Nebraska;US;263;6;0;257
Nebraska;US;846;15;0;831
Nebraska;US;636;10;0;626
Nebraska;US;1525;20;0;1505
Nebraska;US;955;9;0;946
Nebraska;US;770;18;0;752
Nebraska;US;3654;57;0;3597
Nebraska;US;628;18;0;610
Nebraska;US;2689;29;0;2660
Nebraska;US;89;0;0;89
Nebraska;US;536;8;0;528
Nebraska;US;4391;52;0;4339
Nebraska;US;61184;572;0;60612
Nebraska;US;155;4;0;151
Nebraska;US;457;9;0;448
Nebraska;US;225;3;0;222
Nebraska;US;182;1;0;181
Nebraska;US;462;4;0;458
Nebraska;US;2001;16;0;1985
Nebraska;US;105;1;0;104
Nebraska;US;142;3;0;139
Nebraska;US;177;4;0;173
Nebraska;US;25;4;0;21
Nebraska;US;201;2;0;199
Nebraska;US;6638;105;0;6533
Nebraska;US;849;15;0;834
Nebraska;US;200;0;0;200
Nebraska;US;58;0;0;58
Nebraska;US;232;3;0;229
Nebraska;US;757;14;0;743
Nebraska;US;49;2;0;47
Nebraska;US;508;15;0;493
Nebraska;US;610;1;0;609
Nebraska;US;614;7;0;607
Nebraska;US;637;4;0;633
Nebraska;US;647;3;0;644
Nebraska;US;43;0;0;43
Nebraska;US;375;7;0;368
Nebraska;US;805;9;0;796
Nebraska;US;26690;139;0;26551
Nebraska;US;3410;41;0;3369
Nebraska;US;72;0;0;72
Nebraska;US;40;0;0;40
Nebraska;US;4029;40;0;3989
Nebraska;US;25;1;0;24
Nebraska;US;703;13;0;690
Nebraska;US;447;15;0;432
Nebraska;US;368;10;0;358
Nebraska;US;570;13;0;557
Nebraska;US;351;1;0;350
Nebraska;US;1203;4;0;1199
Nebraska;US;186;1;0;185
Nebraska;US;256;11;0;245
Nebraska;US;871;8;0;863
Nebraska;US;578;20;0;558
Nebraska;US;3758;46;0;3712
Nebraska;US;375;9;0;366
Nebraska;US;1138;10;0;1128
Nebraska;US;597;15;0;582
Nebraska;US;99;2;0;97
Nebraska;US;1867;3;0;1864
Nebraska;US;18348;93;0;18255
Nebraska;US;2177;13;0;2164
Nebraska;US;3205;85;0;3120
Nebraska;US;1263;25;0;1238
Nebraska;US;435;14;0;421
Nebraska;US;172;4;0;168
Nebraska;US;35;0;0;35
Nebraska;US;344;8;0;336
Nebraska;US;454;3;0;451
Nebraska;US;50;1;0;49
Nebraska;US;784;9;0;775
Nebraska;US;1387;8;0;1379
Nebraska;US;294;3;0;291
Nebraska;US;1928;19;0;1909
Nebraska;US;925;6;0;919
Nebraska;US;303;4;0;299
Nebraska;US;34;0;0;34
Nebraska;US;1390;9;0;1381
Nevada;US;5700;105;0;5595
Nevada;US;1828;48;0;1780
Nevada;US;214108;3276;0;210832
Nevada;US;2380;29;0;2351
Nevada;US;4263;41;0;4222
Nevada;US;36;0;0;36
Nevada;US;44;0;0;44
Nevada;US;1013;13;0;1000
Nevada;US;433;8;0;425
Nevada;US;344;1;0;343
Nevada;US;2592;53;0;2539
Nevada;US;268;4;0;264
Nevada;US;2581;67;0;2514
Nevada;US;905;18;0;887
Nevada;US;71;2;0;69
Nevada;US;0;0;0;0
Nevada;US;41281;600;0;40681
Nevada;US;461;5;0;456
New Hampshire;US;2811;87;0;2724
New Hampshire;US;1486;6;0;1480
New Hampshire;US;2248;20;0;2228
New Hampshire;US;1151;25;0;1126
New Hampshire;US;1950;14;0;1936
New Hampshire;US;25599;546;0;25053
New Hampshire;US;6656;95;0;6561
New Hampshire;US;16022;183;0;15839
New Hampshire;US;5641;61;0;5580
New Hampshire;US;1109;16;0;1093
New Hampshire;US;1022;4;0;1018
New Jersey;US;21606;474;0;21132
New Jersey;US;67253;2474;0;64779
New Jersey;US;31577;685;0;30892
New Jersey;US;40402;1020;0;39382
New Jersey;US;6212;161;0;6051
New Jersey;US;12841;301;0;12540
New Jersey;US;65161;2539;0;62622
New Jersey;US;21907;496;0;21411
New Jersey;US;61391;1867;0;59524
New Jersey;US;5897;147;0;5750
New Jersey;US;25044;818;0;24226
New Jersey;US;63956;1923;0;62033
New Jersey;US;49109;1262;0;47847
New Jersey;US;32317;1051;0;31266
New Jersey;US;50229;1651;0;48578
New Jersey;US;51262;1602;0;49660
New Jersey;US;4336;140;0;4196
New Jersey;US;19946;745;0;19201
New Jersey;US;7847;254;0;7593
New Jersey;US;1201;0;0;1201
New Jersey;US;51257;1675;0;49582
New Jersey;US;6078;199;0;5879
New Mexico;US;49224;767;0;48457
New Mexico;US;71;3;0;68
New Mexico;US;8232;128;0;8104
New Mexico;US;2592;98;0;2494
New Mexico;US;662;37;0;625
New Mexico;US;4746;61;0;4685
New Mexico;US;126;0;0;126
New Mexico;US;21083;353;0;20730
New Mexico;US;5980;100;0;5880
New Mexico;US;1287;28;0;1259
New Mexico;US;335;8;0;327
New Mexico;US;8;0;0;8
New Mexico;US;319;9;0;310
New Mexico;US;7798;119;0;7679
New Mexico;US;1443;14;0;1429
New Mexico;US;448;2;0;446
New Mexico;US;2937;57;0;2880
New Mexico;US;11528;414;0;11114
New Mexico;US;147;6;0;141
New Mexico;US;2876;49;0;2827
New Mexico;US;398;8;0;390
New Mexico;US;3208;55;0;3153
New Mexico;US;1763;45;0;1718
New Mexico;US;12958;383;0;12575
New Mexico;US;1132;8;0;1124
New Mexico;US;10131;179;0;9952
New Mexico;US;9130;117;0;9013
New Mexico;US;669;43;0;626
New Mexico;US;1124;47;0;1077
New Mexico;US;1453;44;0;1409
New Mexico;US;597;11;0;586
New Mexico;US;3654;0;0;3654
New Mexico;US;210;8;0;202
New Mexico;US;5795;82;0;5713
New York;US;18701;291;0;18410
New York;US;2578;78;0;2500
New York;US;119673;5425;0;114248
New York;US;12748;292;0;12456
New York;US;3797;67;0;3730
New York;US;4903;82;0;4821
New York;US;6481;97;0;6384
New York;US;6041;116;0;5925
New York;US;2110;55;0;2055
New York;US;2720;20;0;2700
New York;US;2971;83;0;2888
New York;US;2846;57;0;2789
New York;US;1217;29;0;1188
New York;US;19123;357;0;18766
New York;US;57406;1461;0;55945
New York;US;1111;22;0;1089
New York;US;1539;9;0;1530
New York;US;2593;64;0;2529
New York;US;4027;107;0;3920
New York;US;2356;67;0;2289
New York;US;214;1;0;213
New York;US;4203;90;0;4113
New York;US;3960;45;0;3915
New York;US;175232;8395;0;166837
New York;US;1755;25;0;1730
New York;US;3020;46;0;2974
New York;US;3484;79;0;3405
New York;US;47996;873;0;47123
New York;US;2674;83;0;2591
New York;US;128735;2677;0;126058
New York;US;85779;3586;0;82193
New York;US;13690;276;0;13414
New York;US;18354;405;0;17949
New York;US;30054;572;0;29482
New York;US;5181;87;0;5094
New York;US;32239;678;0;31561
New York;US;2173;78;0;2095
New York;US;5444;83;0;5361
New York;US;1999;29;0;1970
New York;US;0;180;0;-180
New York;US;7338;81;0;7257
New York;US;178112;8133;0;169979
New York;US;7960;116;0;7844
New York;US;49736;1451;0;48285
New York;US;34589;836;0;33753
New York;US;10548;120;0;10428
New York;US;9764;150;0;9614
New York;US;1029;8;0;1021
New York;US;800;10;0;790
New York;US;1396;49;0;1347
New York;US;4403;67;0;4336
New York;US;5025;136;0;4889
New York;US;143498;2794;0;140704
New York;US;4205;55;0;4150
New York;US;2473;55;0;2418
New York;US;2987;31;0;2956
New York;US;8778;210;0;8568
New York;US;96;148;0;-52
New York;US;2452;47;0;2405
New York;US;1854;37;0;1817
New York;US;4101;58;0;4043
New York;US;94214;1906;0;92308
New York;US;2479;45;0;2434
New York;US;943;24;0;919
North Carolina;US;13788;172;0;13616
North Carolina;US;3503;59;0;3444
North Carolina;US;827;4;0;823
North Carolina;US;2031;42;0;1989
North Carolina;US;1682;34;0;1648
North Carolina;US;1683;16;0;1667
North Carolina;US;3788;71;0;3717
North Carolina;US;1523;35;0;1488
North Carolina;US;2608;34;0;2574
North Carolina;US;6571;102;0;6469
North Carolina;US;13309;253;0;13056
North Carolina;US;8505;106;0;8399
North Carolina;US;15973;194;0;15779
North Carolina;US;7871;40;0;7831
North Carolina;US;467;5;0;462
North Carolina;US;3764;19;0;3745
North Carolina;US;1745;15;0;1730
North Carolina;US;15627;240;0;15387
North Carolina;US;3726;70;0;3656
North Carolina;US;1846;17;0;1829
North Carolina;US;1214;21;0;1193
North Carolina;US;596;5;0;591
North Carolina;US;9335;189;0;9146
North Carolina;US;5174;115;0;5059
North Carolina;US;7177;106;0;7071
North Carolina;US;20323;207;0;20116
North Carolina;US;1111;14;0;1097
North Carolina;US;1687;6;0;1681
North Carolina;US;12999;129;0;12870
North Carolina;US;3019;20;0;2999
North Carolina;US;5280;115;0;5165
North Carolina;US;19356;175;0;19181
North Carolina;US;3986;90;0;3896
North Carolina;US;27795;277;0;27518
North Carolina;US;4627;41;0;4586
North Carolina;US;21422;325;0;21097
North Carolina;US;544;12;0;532
North Carolina;US;530;12;0;518
North Carolina;US;4693;73;0;4620
North Carolina;US;1960;35;0;1925
North Carolina;US;34978;414;0;34564
North Carolina;US;4329;81;0;4248
North Carolina;US;8276;117;0;8159
North Carolina;US;3353;76;0;3277
North Carolina;US;7699;127;0;7572
North Carolina;US;1796;55;0;1741
North Carolina;US;3680;47;0;3633
North Carolina;US;586;6;0;580
North Carolina;US;14159;157;0;14002
North Carolina;US;3004;24;0;2980
North Carolina;US;15451;154;0;15297
North Carolina;US;589;16;0;573
North Carolina;US;4838;56;0;4782
North Carolina;US;4630;91;0;4539
North Carolina;US;7885;50;0;7835
North Carolina;US;2260;12;0;2248
North Carolina;US;1217;30;0;1187
North Carolina;US;1869;29;0;1840
North Carolina;US;4330;50;0;4280
North Carolina;US;86394;759;0;85635
North Carolina;US;1144;13;0;1131
North Carolina;US;2734;68;0;2666
North Carolina;US;7052;130;0;6922
North Carolina;US;8133;138;0;7995
North Carolina;US;13699;130;0;13569
North Carolina;US;1519;27;0;1492
North Carolina;US;13076;113;0;12963
North Carolina;US;6760;82;0;6678
North Carolina;US;766;7;0;759
North Carolina;US;2696;74;0;2622
North Carolina;US;4097;47;0;4050
North Carolina;US;769;5;0;764
North Carolina;US;2493;50;0;2443
North Carolina;US;15387;71;0;15316
North Carolina;US;1187;19;0;1168
North Carolina;US;11471;179;0;11292
North Carolina;US;3667;71;0;3596
North Carolina;US;13364;180;0;13184
North Carolina;US;6232;43;0;6189
North Carolina;US;12997;246;0;12751
North Carolina;US;6241;173;0;6068
North Carolina;US;6142;80;0;6062
North Carolina;US;3169;65;0;3104
North Carolina;US;5985;93;0;5892
North Carolina;US;3150;56;0;3094
North Carolina;US;6321;111;0;6210
North Carolina;US;1068;15;0;1053
North Carolina;US;1625;15;0;1610
North Carolina;US;263;6;0;257
North Carolina;US;0;0;0;0
North Carolina;US;18284;151;0;18133
North Carolina;US;3701;75;0;3626
North Carolina;US;65128;427;0;64701
North Carolina;US;1414;13;0;1401
North Carolina;US;780;22;0;758
North Carolina;US;3338;24;0;3314
North Carolina;US;9281;185;0;9096
North Carolina;US;5372;91;0;5281
North Carolina;US;7396;133;0;7263
North Carolina;US;3303;39;0;3264
North Carolina;US;1334;22;0;1312
North Dakota;US;259;2;0;257
North Dakota;US;1277;31;0;1246
North Dakota;US;1023;18;0;1005
North Dakota;US;53;0;0;53
North Dakota;US;648;20;0;628
North Dakota;US;358;4;0;354
North Dakota;US;215;1;0;214
North Dakota;US;14264;185;0;14079
North Dakota;US;20956;190;0;20766
North Dakota;US;416;4;0;412
North Dakota;US;725;32;0;693
North Dakota;US;147;2;0;145
North Dakota;US;363;7;0;356
North Dakota;US;449;6;0;443
North Dakota;US;406;12;0;394
North Dakota;US;546;19;0;527
North Dakota;US;241;3;0;238
North Dakota;US;9654;72;0;9582
North Dakota;US;183;7;0;176
North Dakota;US;308;2;0;306
North Dakota;US;292;4;0;288
North Dakota;US;253;9;0;244
North Dakota;US;499;17;0;482
North Dakota;US;218;8;0;210
North Dakota;US;555;21;0;534
North Dakota;US;320;7;0;313
North Dakota;US;1133;11;0;1122
North Dakota;US;1174;31;0;1143
North Dakota;US;1053;9;0;1044
North Dakota;US;4840;93;0;4747
North Dakota;US;1250;17;0;1233
North Dakota;US;438;12;0;426
North Dakota;US;150;2;0;148
North Dakota;US;718;11;0;707
North Dakota;US;513;24;0;489
North Dakota;US;1573;30;0;1543
North Dakota;US;594;16;0;578
North Dakota;US;299;13;0;286
North Dakota;US;1698;16;0;1682
North Dakota;US;2069;28;0;2041
North Dakota;US;418;6;0;412
North Dakota;US;101;2;0;99
North Dakota;US;640;11;0;629
North Dakota;US;30;0;0;30
North Dakota;US;4246;48;0;4198
North Dakota;US;167;2;0;165
North Dakota;US;3238;76;0;3162
North Dakota;US;299;11;0;288
North Dakota;US;972;18;0;954
North Dakota;US;0;25;0;-25
North Dakota;US;1732;24;0;1708
North Dakota;US;8932;185;0;8747
North Dakota;US;413;8;0;405
North Dakota;US;4311;35;0;4276
Northern Mariana Islands;US;132;2;0;130
Ohio;US;1952;15;0;1937
Ohio;US;10242;132;0;10110
Ohio;US;3565;38;0;3527
Ohio;US;4700;75;0;4625
Ohio;US;4027;9;0;4018
Ohio;US;4328;66;0;4262
Ohio;US;4403;48;0;4355
Ohio;US;3321;21;0;3300
Ohio;US;32348;242;0;32106
Ohio;US;1641;18;0;1623
Ohio;US;2613;28;0;2585
Ohio;US;11420;288;0;11132
Ohio;US;16780;117;0;16663
Ohio;US;3053;46;0;3007
Ohio;US;7583;124;0;7459
Ohio;US;2145;23;0;2122
Ohio;US;3356;85;0;3271
Ohio;US;89042;1203;0;87839
Ohio;US;4825;95;0;4730
Ohio;US;3459;88;0;3371
Ohio;US;15061;82;0;14979
Ohio;US;6413;131;0;6282
Ohio;US;13381;84;0;13297
Ohio;US;2467;30;0;2437
Ohio;US;104761;709;0;104052
Ohio;US;3501;45;0;3456
Ohio;US;2045;31;0;2014
Ohio;US;5428;56;0;5372
Ohio;US;12575;149;0;12426
Ohio;US;2659;27;0;2632
Ohio;US;67154;460;0;66694
Ohio;US;5649;93;0;5556
Ohio;US;2261;33;0;2228
Ohio;US;913;21;0;892
Ohio;US;2293;54;0;2239
Ohio;US;2913;19;0;2894
Ohio;US;1787;25;0;1762
Ohio;US;2311;76;0;2235
Ohio;US;4447;41;0;4406
Ohio;US;2719;45;0;2674
Ohio;US;4332;77;0;4255
Ohio;US;3700;23;0;3677
Ohio;US;16807;163;0;16644
Ohio;US;4807;61;0;4746
Ohio;US;13812;147;0;13665
Ohio;US;3248;37;0;3211
Ohio;US;20012;237;0;19775
Ohio;US;32637;669;0;31968
Ohio;US;3673;30;0;3643
Ohio;US;17999;339;0;17660
Ohio;US;7624;113;0;7511
Ohio;US;12138;173;0;11965
Ohio;US;1173;24;0;1149
Ohio;US;4422;92;0;4330
Ohio;US;9468;72;0;9396
Ohio;US;1070;35;0;1035
Ohio;US;44586;430;0;44156
Ohio;US;890;31;0;859
Ohio;US;2403;4;0;2399
Ohio;US;7390;42;0;7348
Ohio;US;1225;41;0;1184
Ohio;US;3037;46;0;2991
Ohio;US;1494;21;0;1473
Ohio;US;2435;18;0;2417
Ohio;US;7540;50;0;7490
Ohio;US;1895;18;0;1877
Ohio;US;9868;113;0;9755
Ohio;US;3306;37;0;3269
Ohio;US;3852;76;0;3776
Ohio;US;9518;137;0;9381
Ohio;US;5715;101;0;5614
Ohio;US;4489;64;0;4425
Ohio;US;5541;68;0;5473
Ohio;US;4424;66;0;4358
Ohio;US;4273;23;0;4250
Ohio;US;26971;466;0;26505
Ohio;US;36414;803;0;35611
Ohio;US;13234;322;0;12912
Ohio;US;7611;190;0;7421
Ohio;US;0;0;0;0
Ohio;US;4740;31;0;4709
Ohio;US;2091;45;0;2046
Ohio;US;732;14;0;718
Ohio;US;20531;149;0;20382
Ohio;US;4096;51;0;4045
Ohio;US;7341;173;0;7168
Ohio;US;2870;72;0;2798
Ohio;US;10811;158;0;10653
Ohio;US;2006;51;0;1955
Oklahoma;US;2853;20;0;2833
Oklahoma;US;1099;5;0;1094
Oklahoma;US;1648;8;0;1640
Oklahoma;US;385;4;0;381
Oklahoma;US;2483;31;0;2452
Oklahoma;US;898;6;0;892
Oklahoma;US;5315;45;0;5270
Oklahoma;US;3573;48;0;3525
Oklahoma;US;14290;65;0;14225
Oklahoma;US;5025;32;0;4993
Oklahoma;US;5044;32;0;5012
Oklahoma;US;1439;11;0;1428
Oklahoma;US;121;1;0;120
Oklahoma;US;26314;227;0;26087
Oklahoma;US;634;10;0;624
Oklahoma;US;10251;106;0;10145
Oklahoma;US;585;13;0;572
Oklahoma;US;1823;10;0;1813
Oklahoma;US;5807;95;0;5712
Oklahoma;US;3788;59;0;3729
Oklahoma;US;4099;54;0;4045
Oklahoma;US;502;4;0;498
Oklahoma;US;335;1;0;334
Oklahoma;US;6979;60;0;6919
Oklahoma;US;3241;31;0;3210
Oklahoma;US;5219;58;0;5161
Oklahoma;US;497;5;0;492
Oklahoma;US;461;13;0;448
Oklahoma;US;254;1;0;253
Oklahoma;US;387;3;0;384
Oklahoma;US;1149;8;0;1141
Oklahoma;US;1070;14;0;1056
Oklahoma;US;2708;41;0;2667
Oklahoma;US;636;7;0;629
Oklahoma;US;1183;14;0;1169
Oklahoma;US;4774;58;0;4716
Oklahoma;US;1853;19;0;1834
Oklahoma;US;729;13;0;716
Oklahoma;US;743;8;0;735
Oklahoma;US;4919;39;0;4880
Oklahoma;US;2824;43;0;2781
Oklahoma;US;3617;23;0;3594
Oklahoma;US;1350;8;0;1342
Oklahoma;US;890;4;0;886
Oklahoma;US;1687;12;0;1675
Oklahoma;US;3574;34;0;3540
Oklahoma;US;4657;40;0;4617
Oklahoma;US;3461;57;0;3404
Oklahoma;US;1763;27;0;1736
Oklahoma;US;1751;17;0;1734
Oklahoma;US;8443;78;0;8365
Oklahoma;US;1240;8;0;1232
Oklahoma;US;1007;14;0;993
Oklahoma;US;1687;16;0;1671
Oklahoma;US;75092;577;0;74515
Oklahoma;US;3368;39;0;3329
Oklahoma;US;4095;38;0;4057
Oklahoma;US;3441;35;0;3406
Oklahoma;US;0;0;0;0
Oklahoma;US;1479;23;0;1456
Oklahoma;US;7851;42;0;7809
Oklahoma;US;4114;31;0;4083
Oklahoma;US;4438;38;0;4400
Oklahoma;US;7183;55;0;7128
Oklahoma;US;902;8;0;894
Oklahoma;US;373;6;0;367
Oklahoma;US;9151;101;0;9050
Oklahoma;US;2520;28;0;2492
Oklahoma;US;3573;25;0;3548
Oklahoma;US;4288;49;0;4239
Oklahoma;US;3317;21;0;3296
Oklahoma;US;701;13;0;688
Oklahoma;US;64115;587;0;63528
Oklahoma;US;134;0;0;134
Oklahoma;US;6938;69;0;6869
Oklahoma;US;4228;76;0;4152
Oklahoma;US;991;6;0;985
Oklahoma;US;1144;7;0;1137
Oklahoma;US;2972;13;0;2959
Oregon;US;589;5;0;584
Oregon;US;1899;14;0;1885
Oregon;US;12469;145;0;12324
Oregon;US;732;5;0;727
Oregon;US;1116;19;0;1097
Oregon;US;1086;16;0;1070
Oregon;US;689;15;0;674
Oregon;US;330;5;0;325
Oregon;US;5403;45;0;5358
Oregon;US;1850;48;0;1802
Oregon;US;53;1;0;52
Oregon;US;217;1;0;216
Oregon;US;194;6;0;188
Oregon;US;1012;24;0;988
Oregon;US;7456;100;0;7356
Oregon;US;1774;25;0;1749
Oregon;US;1954;36;0;1918
Oregon;US;2634;52;0;2582
Oregon;US;268;6;0;262
Oregon;US;9091;113;0;8978
Oregon;US;1066;18;0;1048
Oregon;US;3305;50;0;3255
Oregon;US;3259;56;0;3203
Oregon;US;17181;259;0;16922
Oregon;US;986;11;0;975
Oregon;US;29920;474;0;29446
Oregon;US;2684;41;0;2643
Oregon;US;49;0;0;49
Oregon;US;378;2;0;376
Oregon;US;7150;74;0;7076
Oregon;US;0;0;0;0
Oregon;US;1173;18;0;1155
Oregon;US;100;3;0;97
Oregon;US;1159;23;0;1136
Oregon;US;19769;191;0;19578
Oregon;US;22;1;0;21
Oregon;US;3399;55;0;3344
Pennsylvania;US;6564;142;0;6422
Pennsylvania;US;69368;1520;0;67848
Pennsylvania;US;4602;112;0;4490
Pennsylvania;US;10985;322;0;10663
Pennsylvania;US;3635;121;0;3514
Pennsylvania;US;32577;802;0;31775
Pennsylvania;US;9933;256;0;9677
Pennsylvania;US;3907;69;0;3838
Pennsylvania;US;40193;1037;0;39156
Pennsylvania;US;12736;327;0;12409
Pennsylvania;US;10789;364;0;10425
Pennsylvania;US;243;7;0;236
Pennsylvania;US;4387;124;0;4263
Pennsylvania;US;11292;193;0;11099
Pennsylvania;US;25207;646;0;24561
Pennsylvania;US;2487;74;0;2413
Pennsylvania;US;5603;100;0;5503
Pennsylvania;US;2496;52;0;2444
Pennsylvania;US;4163;116;0;4047
Pennsylvania;US;5940;128;0;5812
Pennsylvania;US;14474;437;0;14037
Pennsylvania;US;18518;444;0;18074
Pennsylvania;US;37339;1136;0;36203
Pennsylvania;US;2132;33;0;2099
Pennsylvania;US;15533;341;0;15192
Pennsylvania;US;9677;230;0;9447
Pennsylvania;US;1331;17;0;1314
Pennsylvania;US;11476;300;0;11176
Pennsylvania;US;1039;13;0;1026
Pennsylvania;US;2413;30;0;2383
Pennsylvania;US;3873;115;0;3758
Pennsylvania;US;4771;150;0;4621
Pennsylvania;US;2530;75;0;2455
Pennsylvania;US;1693;77;0;1616
Pennsylvania;US;12398;355;0;12043
Pennsylvania;US;38485;921;0;37564
Pennsylvania;US;5477;167;0;5310
Pennsylvania;US;11774;223;0;11551
Pennsylvania;US;28135;688;0;27447
Pennsylvania;US;22882;631;0;22251
Pennsylvania;US;8090;208;0;7882
Pennsylvania;US;2736;58;0;2678
Pennsylvania;US;7498;223;0;7275
Pennsylvania;US;4304;154;0;4150
Pennsylvania;US;8595;245;0;8350
Pennsylvania;US;48612;1389;0;47223
Pennsylvania;US;1649;51;0;1598
Pennsylvania;US;23443;569;0;22874
Pennsylvania;US;6830;294;0;6536
Pennsylvania;US;2561;74;0;2487
Pennsylvania;US;109231;2878;0;106353
Pennsylvania;US;2133;44;0;2089
Pennsylvania;US;828;19;0;809
Pennsylvania;US;11209;335;0;10874
Pennsylvania;US;2560;68;0;2492
Pennsylvania;US;6328;176;0;6152
Pennsylvania;US;281;11;0;270
Pennsylvania;US;1520;49;0;1471
Pennsylvania;US;2269;90;0;2179
Pennsylvania;US;0;0;0;0
Pennsylvania;US;4056;74;0;3982
Pennsylvania;US;3096;75;0;3021
Pennsylvania;US;2021;91;0;1930
Pennsylvania;US;12562;225;0;12337
Pennsylvania;US;2676;47;0;2629
Pennsylvania;US;24703;605;0;24098
Pennsylvania;US;1056;36;0;1020
Pennsylvania;US;32142;634;0;31508
Puerto Rico;US;367;0;0;367
Puerto Rico;US;881;0;0;881
Puerto Rico;US;1031;0;0;1031
Puerto Rico;US;772;0;0;772
Puerto Rico;US;409;0;0;409
Puerto Rico;US;568;0;0;568
Puerto Rico;US;2122;0;0;2122
Puerto Rico;US;188;0;0;188
Puerto Rico;US;522;0;0;522
Puerto Rico;US;757;0;0;757
Puerto Rico;US;7276;0;0;7276
Puerto Rico;US;501;0;0;501
Puerto Rico;US;4226;0;0;4226
Puerto Rico;US;810;0;0;810
Puerto Rico;US;1255;0;0;1255
Puerto Rico;US;5936;0;0;5936
Puerto Rico;US;863;0;0;863
Puerto Rico;US;894;0;0;894
Puerto Rico;US;245;0;0;245
Puerto Rico;US;543;0;0;543
Puerto Rico;US;938;0;0;938
Puerto Rico;US;618;0;0;618
Puerto Rico;US;503;0;0;503
Puerto Rico;US;1046;0;0;1046
Puerto Rico;US;23;0;0;23
Puerto Rico;US;1436;0;0;1436
Puerto Rico;US;762;0;0;762
Puerto Rico;US;355;0;0;355
Puerto Rico;US;128;0;0;128
Puerto Rico;US;512;0;0;512
Puerto Rico;US;206;0;0;206
Puerto Rico;US;3152;0;0;3152
Puerto Rico;US;1320;0;0;1320
Puerto Rico;US;734;0;0;734
Puerto Rico;US;278;0;0;278
Puerto Rico;US;1102;0;0;1102
Puerto Rico;US;907;0;0;907
Puerto Rico;US;162;0;0;162
Puerto Rico;US;754;0;0;754
Puerto Rico;US;1300;0;0;1300
Puerto Rico;US;199;0;0;199
Puerto Rico;US;495;0;0;495
Puerto Rico;US;123;0;0;123
Puerto Rico;US;976;0;0;976
Puerto Rico;US;750;0;0;750
Puerto Rico;US;443;0;0;443
Puerto Rico;US;1016;0;0;1016
Puerto Rico;US;62;0;0;62
Puerto Rico;US;201;0;0;201
Puerto Rico;US;1242;0;0;1242
Puerto Rico;US;1031;0;0;1031
Puerto Rico;US;1000;0;0;1000
Puerto Rico;US;571;0;0;571
Puerto Rico;US;1033;0;0;1033
Puerto Rico;US;551;0;0;551
Puerto Rico;US;226;0;0;226
Puerto Rico;US;201;0;0;201
Puerto Rico;US;381;0;0;381
Puerto Rico;US;2105;0;0;2105
Puerto Rico;US;546;0;0;546
Puerto Rico;US;284;0;0;284
Puerto Rico;US;1280;0;0;1280
Puerto Rico;US;224;0;0;224
Puerto Rico;US;521;0;0;521
Puerto Rico;US;375;0;0;375
Puerto Rico;US;13006;0;0;13006
Puerto Rico;US;1086;0;0;1086
Puerto Rico;US;961;0;0;961
Puerto Rico;US;300;0;0;300
Puerto Rico;US;2657;0;0;2657
Puerto Rico;US;2678;0;0;2678
Puerto Rico;US;2071;0;0;2071
Puerto Rico;US;2795;1829;0;966
Puerto Rico;US;639;0;0;639
Puerto Rico;US;1234;0;0;1234
Puerto Rico;US;2061;0;0;2061
Puerto Rico;US;111;0;0;111
Puerto Rico;US;585;0;0;585
Puerto Rico;US;651;0;0;651
Puerto Rico;US;551;0;0;551
Recovered;US;0;0;0;0
Rhode Island;US;3715;108;0;3607
Rhode Island;US;13459;246;0;13213
Rhode Island;US;4336;13;0;4323
Rhode Island;US;74238;1582;0;72656
Rhode Island;US;12392;71;0;12321
Rhode Island;US;6298;134;0;6164
South Carolina;US;1843;29;0;1814
South Carolina;US;12982;169;0;12813
South Carolina;US;694;13;0;681
South Carolina;US;17547;369;0;17178
South Carolina;US;1249;43;0;1206
South Carolina;US;2063;42;0;2021
South Carolina;US;13487;146;0;13341
South Carolina;US;12699;142;0;12557
South Carolina;US;1119;29;0;1090
South Carolina;US;32837;384;0;32453
South Carolina;US;4530;116;0;4414
South Carolina;US;3192;53;0;3139
South Carolina;US;3444;81;0;3363
South Carolina;US;2534;84;0;2450
South Carolina;US;2820;79;0;2741
South Carolina;US;6964;131;0;6833
South Carolina;US;3529;68;0;3461
South Carolina;US;12651;148;0;12503
South Carolina;US;2314;28;0;2286
